path,filename,modified,size,sha256,root
.,20051215_CW_GCN_3.0_Alpha3.zip,2005-12-15 14:20:52,47918.61KB,7cdbd4bb27c0badff7a72b6c206d41757e4ae96e5cf0e282da847f64c3579784,RVL_SDK_0_2_package
.,environment.wsf,2005-12-30 20:08:30,0.74KB,2782727386b53b0ae5773442149ac9c21fed6e7397e953786b75b8c76b50d5b6,RVL_SDK_0_2_package
.,envvar.dat,2006-01-18 16:50:56,0.24KB,822fe6cd6f0febf60ca75a0ba3eef8e39d9eb7754c8c945261b87c0f2c7532e4,RVL_SDK_0_2_package
.,RVL_EMU_QuickStart.en.pdf,2006-01-19 00:31:46,285.37KB,ddea33288f88e6229c230c3337852699082b32f790521a322291977fbff7f686,RVL_SDK_0_2_package
