path,filename,modified,size,sha256,root
.,"syncmail.sh,v",2004-11-12 18:09:33,3.8KB,52ec57ac06cafcfd651fa01fba00e0a7cb3d58c005ec668e06df90ad4440d74b,mail
.,"syncmail.bat,v",2004-11-11 16:32:41,0.34KB,f7b1273cccac397412467d11f6489357e309de54d54fe640798480d02edb4e56,mail
